=== STATISTIK ZU DEN GLEICHUNGEN ===

Gleichungen der Form: ax + b + cx = ex + f
Gesamtzahl der gefundenen Gleichungen: 30240
Mögliche Kombinationen insgesamt: 15120
Verwendeter Anteil: 200.0%

Anzahl der Gleichungen pro Kategorie:
- allgemeingültig: 0 (0.0%)
- keine Lösung: 1344 (4.44%)
- natürliche Zahl: 3538 (11.7%)
- negative ganze Zahl: 3538 (11.7%)
- negative nicht-ganzzahlige Zahl: 10910 (36.08%)
- positive nicht-ganzzahlige Zahl: 10910 (36.08%)

Zusammenfassung:
- Ganzzahlige Lösungen: 7076 (23.4%)
- Nicht-ganzzahlige Lösungen: 21820 (72.16%)
- Keine Lösung: 1344 (4.44%)
- Allgemeingültig: 0 (0.0%)

=== DETAILLIERTE AUFLISTUNG DER GLEICHUNGEN ===

Kategorie: allgemeingültig
Anzahl der Gleichungen: 0


--------------------------------------------------------------------------------

Kategorie: keine Lösung
Anzahl der Gleichungen: 1344

  1x + 0 + 2x = 3x + 4, keine Lösung
  7x + 5 + 6x = 2x + 1, x = -4//11
  7x + 6 + 5x = 1x + 2, x = -4//11
  4x + 7 + 8x = 1x + 3, x = -4//11
  8x + 7 + 4x = 1x + 3, x = -4//11
  3x + 8 + 9x = 1x + 4, x = -4//11
  9x + 8 + 3x = 1x + 4, x = -4//11
  6x + 5 + 8x = 3x + 1, x = -4//11
  8x + 5 + 6x = 3x + 1, x = -4//11
  6x + 5 + 9x = 4x + 1, x = -4//11
  9x + 5 + 6x = 4x + 1, x = -4//11
  5x + 8 + 7x = 1x + 4, x = -4//11
  7x + 5 + 8x = 4x + 1, x = -4//11
  7x + 8 + 5x = 1x + 4, x = -4//11
  8x + 5 + 7x = 4x + 1, x = -4//11
  4x + 9 + 8x = 1x + 5, x = -4//11
  8x + 9 + 4x = 1x + 5, x = -4//11
  8x + 5 + 9x = 6x + 1, x = -4//11
  9x + 5 + 8x = 6x + 1, x = -4//11
  4x + 7 + 9x = 2x + 3, x = -4//11
  9x + 7 + 4x = 2x + 3, x = -4//11
  5x + 6 + 9x = 3x + 2, x = -4//11
  9x + 6 + 5x = 3x + 2, x = -4//11
  5x + 7 + 8x = 2x + 3, x = -4//11
  8x + 7 + 5x = 2x + 3, x = -4//11
  6x + 8 + 7x = 2x + 4, x = -4//11
  7x + 6 + 8x = 4x + 2, x = -4//11
  7x + 8 + 6x = 2x + 4, x = -4//11
  8x + 6 + 7x = 4x + 2, x = -4//11
  6x + 9 + 7x = 2x + 5, x = -4//11
  7x + 6 + 9x = 5x + 2, x = -4//11
  7x + 9 + 6x = 2x + 5, x = -4//11
  9x + 6 + 7x = 5x + 2, x = -4//11
  5x + 8 + 9x = 3x + 4, x = -4//11
  9x + 8 + 5x = 3x + 4, x = -4//11
  6x + 7 + 9x = 4x + 3, x = -4//11
  9x + 7 + 6x = 4x + 3, x = -4//11
  6x + 9 + 8x = 3x + 5, x = -4//11
  8x + 9 + 6x = 3x + 5, x = -4//11
  8x + 7 + 9x = 6x + 3, x = -4//11
  9x + 7 + 8x = 6x + 3, x = -4//11
  7x + 8 + 9x = 5x + 4, x = -4//11
  7x + 9 + 8x = 4x + 5, x = -4//11
  8x + 9 + 7x = 4x + 5, x = -4//11
  9x + 8 + 7x = 5x + 4, x = -4//11
  5x + 6 + 9x = 0x + 1, x = -5//14
  6x + 5 + 9x = 1x + 0, x = -5//14
  9x + 5 + 6x = 1x + 0, x = -5//14
  9x + 6 + 5x = 0x + 1, x = -5//14
  7x + 5 + 8x = 1x + 0, x = -5//14
  8x + 5 + 7x = 1x + 0, x = -5//14
  5x + 7 + 9x = 0x + 2, x = -5//14
  7x + 5 + 9x = 2x + 0, x = -5//14
  9x + 5 + 7x = 2x + 0, x = -5//14
  9x + 7 + 5x = 0x + 2, x = -5//14
  6x + 7 + 8x = 0x + 2, x = -5//14
  8x + 7 + 6x = 0x + 2, x = -5//14
  5x + 8 + 9x = 0x + 3, x = -5//14
  8x + 5 + 9x = 3x + 0, x = -5//14
  9x + 5 + 8x = 3x + 0, x = -5//14
  9x + 8 + 5x = 0x + 3, x = -5//14
  6x + 9 + 8x = 0x + 4, x = -5//14
  8x + 9 + 6x = 0x + 4, x = -5//14
  6x + 7 + 9x = 1x + 2, x = -5//14
  7x + 6 + 9x = 2x + 1, x = -5//14
  9x + 6 + 7x = 2x + 1, x = -5//14
  9x + 7 + 6x = 1x + 2, x = -5//14
  6x + 8 + 9x = 1x + 3, x = -5//14
  8x + 6 + 9x = 3x + 1, x = -5//14
  9x + 6 + 8x = 3x + 1, x = -5//14
  9x + 8 + 6x = 1x + 3, x = -5//14
  7x + 9 + 8x = 1x + 4, x = -5//14
  8x + 9 + 7x = 1x + 4, x = -5//14
  7x + 8 + 9x = 2x + 3, x = -5//14
  8x + 7 + 9x = 3x + 2, x = -5//14
  9x + 7 + 8x = 3x + 2, x = -5//14
  9x + 8 + 7x = 2x + 3, x = -5//14
  8x + 7 + 9x = 0x + 1, x = -6//17
  9x + 7 + 8x = 0x + 1, x = -6//17
  0x + 2 + 1x = 4x + 3, x = -1//3
  0x + 3 + 4x = 1x + 2, x = -1//3
  1x + 2 + 0x = 4x + 3, x = -1//3
  1x + 4 + 2x = 0x + 3, x = -1//3
  2x + 1 + 4x = 3x + 0, x = -1//3
  2x + 3 + 4x = 0x + 1, x = -1//3
  2x + 4 + 1x = 0x + 3, x = -1//3
  3x + 2 + 4x = 1x + 0, x = -1//3
  4x + 1 + 2x = 3x + 0, x = -1//3
  4x + 2 + 3x = 1x + 0, x = -1//3
  4x + 3 + 0x = 1x + 2, x = -1//3
  4x + 3 + 2x = 0x + 1, x = -1//3
  0x + 1 + 3x = 6x + 2, x = -1//3
  0x + 2 + 6x = 3x + 1, x = -1//3
  3x + 1 + 0x = 6x + 2, x = -1//3
  6x + 2 + 0x = 3x + 1, x = -1//3
  0x + 1 + 2x = 8x + 3, x = -1//3
  0x + 3 + 8x = 2x + 1, x = -1//3
  1x + 2 + 8x = 3x + 0, x = -1//3
  2x + 0 + 3x = 8x + 1, x = -1//3
  2x + 1 + 0x = 8x + 3, x = -1//3
  2x + 3 + 8x = 1x + 0, x = -1//3
  3x + 0 + 2x = 8x + 1, x = -1//3
  8x + 2 + 1x = 3x + 0, x = -1//3
  8x + 3 + 0x = 2x + 1, x = -1//3
  8x + 3 + 2x = 1x + 0, x = -1//3
  1x + 4 + 5x = 0x + 2, x = -1//3
  1x + 5 + 2x = 0x + 4, x = -1//3
  2x + 1 + 5x = 4x + 0, x = -1//3
  2x + 5 + 1x = 0x + 4, x = -1//3
  5x + 1 + 2x = 4x + 0, x = -1//3
  5x + 4 + 1x = 0x + 2, x = -1//3
  0x + 1 + 4x = 7x + 2, x = -1//3
  0x + 2 + 1x = 7x + 4, x = -1//3
  0x + 2 + 7x = 4x + 1, x = -1//3
  0x + 4 + 7x = 1x + 2, x = -1//3
  1x + 2 + 0x = 7x + 4, x = -1//3
  2x + 4 + 7x = 0x + 1, x = -1//3
  4x + 1 + 0x = 7x + 2, x = -1//3
  7x + 2 + 0x = 4x + 1, x = -1//3
  7x + 4 + 0x = 1x + 2, x = -1//3
  7x + 4 + 2x = 0x + 1, x = -1//3
  1x + 2 + 9x = 4x + 0, x = -1//3
  2x + 0 + 4x = 9x + 1, x = -1//3
  4x + 0 + 2x = 9x + 1, x = -1//3
  9x + 2 + 1x = 4x + 0, x = -1//3
  1x + 6 + 2x = 0x + 5, x = -1//3
  2x + 1 + 6x = 5x + 0, x = -1//3
  2x + 6 + 1x = 0x + 5, x = -1//3
  6x + 1 + 2x = 5x + 0, x = -1//3
  0x + 1 + 5x = 8x + 2, x = -1//3
  0x + 2 + 8x = 5x + 1, x = -1//3
  1x + 5 + 8x = 0x + 2, x = -1//3
  5x + 1 + 0x = 8x + 2, x = -1//3
  8x + 2 + 0x = 5x + 1, x = -1//3
  8x + 5 + 1x = 0x + 2, x = -1//3
  1x + 7 + 2x = 0x + 6, x = -1//3
  2x + 1 + 7x = 6x + 0, x = -1//3
  2x + 7 + 1x = 0x + 6, x = -1//3
  7x + 1 + 2x = 6x + 0, x = -1//3
  0x + 1 + 6x = 9x + 2, x = -1//3
  0x + 2 + 9x = 6x + 1, x = -1//3
  6x + 1 + 0x = 9x + 2, x = -1//3
  9x + 2 + 0x = 6x + 1, x = -1//3
  1x + 8 + 2x = 0x + 7, x = -1//3
  2x + 1 + 8x = 7x + 0, x = -1//3
  2x + 8 + 1x = 0x + 7, x = -1//3
  8x + 1 + 2x = 7x + 0, x = -1//3
  1x + 9 + 2x = 0x + 8, x = -1//3
  2x + 1 + 9x = 8x + 0, x = -1//3
  2x + 9 + 1x = 0x + 8, x = -1//3
  9x + 1 + 2x = 8x + 0, x = -1//3
  3x + 4 + 6x = 0x + 1, x = -1//3
  4x + 3 + 6x = 1x + 0, x = -1//3
  6x + 3 + 4x = 1x + 0, x = -1//3
  6x + 4 + 3x = 0x + 1, x = -1//3
  0x + 3 + 1x = 7x + 5, x = -1//3
  0x + 5 + 7x = 1x + 3, x = -1//3
  1x + 3 + 0x = 7x + 5, x = -1//3
  7x + 5 + 0x = 1x + 3, x = -1//3
  3x + 5 + 9x = 0x + 1, x = -1//3
  9x + 5 + 3x = 0x + 1, x = -1//3
  1x + 6 + 8x = 0x + 3, x = -1//3
  8x + 6 + 1x = 0x + 3, x = -1//3
  0x + 5 + 1x = 4x + 6, x = -1//3
  0x + 6 + 4x = 1x + 5, x = -1//3
  1x + 5 + 0x = 4x + 6, x = -1//3
  1x + 6 + 5x = 0x + 4, x = -1//3
  4x + 1 + 5x = 6x + 0, x = -1//3
  4x + 6 + 0x = 1x + 5, x = -1//3
  5x + 1 + 4x = 6x + 0, x = -1//3
  5x + 6 + 1x = 0x + 4, x = -1//3
  4x + 5 + 8x = 0x + 1, x = -1//3
  5x + 4 + 8x = 1x + 0, x = -1//3
  8x + 4 + 5x = 1x + 0, x = -1//3
  8x + 5 + 4x = 0x + 1, x = -1//3
  0x + 4 + 1x = 7x + 6, x = -1//3
  0x + 6 + 1x = 4x + 7, x = -1//3
  0x + 6 + 7x = 1x + 4, x = -1//3
  0x + 7 + 4x = 1x + 6, x = -1//3
  1x + 4 + 0x = 7x + 6, x = -1//3
  1x + 6 + 0x = 4x + 7, x = -1//3
  4x + 1 + 6x = 7x + 0, x = -1//3
  4x + 7 + 0x = 1x + 6, x = -1//3
  6x + 1 + 4x = 7x + 0, x = -1//3
  6x + 4 + 7x = 1x + 0, x = -1//3
  7x + 4 + 6x = 1x + 0, x = -1//3
  7x + 6 + 0x = 1x + 4, x = -1//3
  0x + 7 + 1x = 4x + 8, x = -1//3
  0x + 8 + 4x = 1x + 7, x = -1//3
  1x + 7 + 0x = 4x + 8, x = -1//3
  1x + 7 + 8x = 0x + 4, x = -1//3
  4x + 1 + 7x = 8x + 0, x = -1//3
  4x + 8 + 0x = 1x + 7, x = -1//3
  7x + 1 + 4x = 8x + 0, x = -1//3
  8x + 7 + 1x = 0x + 4, x = -1//3
  0x + 8 + 1x = 4x + 9, x = -1//3
  0x + 9 + 4x = 1x + 8, x = -1//3
  1x + 8 + 0x = 4x + 9, x = -1//3
  4x + 1 + 8x = 9x + 0, x = -1//3
  4x + 9 + 0x = 1x + 8, x = -1//3
  8x + 1 + 4x = 9x + 0, x = -1//3
  1x + 8 + 5x = 0x + 6, x = -1//3
  5x + 1 + 6x = 8x + 0, x = -1//3
  5x + 8 + 1x = 0x + 6, x = -1//3
  6x + 1 + 5x = 8x + 0, x = -1//3
  1x + 9 + 5x = 0x + 7, x = -1//3
  5x + 1 + 7x = 9x + 0, x = -1//3
  5x + 9 + 1x = 0x + 7, x = -1//3
  7x + 1 + 5x = 9x + 0, x = -1//3
  7x + 5 + 9x = 1x + 0, x = -1//3
  9x + 5 + 7x = 1x + 0, x = -1//3
  0x + 6 + 1x = 7x + 8, x = -1//3
  0x + 8 + 7x = 1x + 6, x = -1//3
  1x + 6 + 0x = 7x + 8, x = -1//3
  7x + 6 + 8x = 0x + 1, x = -1//3
  7x + 8 + 0x = 1x + 6, x = -1//3
  8x + 6 + 7x = 0x + 1, x = -1//3
  1x + 9 + 8x = 0x + 6, x = -1//3
  8x + 9 + 1x = 0x + 6, x = -1//3
  0x + 3 + 2x = 5x + 4, x = -1//3
  0x + 4 + 5x = 2x + 3, x = -1//3
  2x + 3 + 0x = 5x + 4, x = -1//3
  2x + 5 + 4x = 0x + 3, x = -1//3
  4x + 2 + 5x = 3x + 0, x = -1//3
  4x + 5 + 2x = 0x + 3, x = -1//3
  5x + 2 + 4x = 3x + 0, x = -1//3
  5x + 4 + 0x = 2x + 3, x = -1//3
  0x + 2 + 4x = 7x + 3, x = -1//3
  0x + 3 + 7x = 4x + 2, x = -1//3
  3x + 2 + 7x = 4x + 0, x = -1//3
  4x + 2 + 0x = 7x + 3, x = -1//3
  4x + 3 + 7x = 2x + 0, x = -1//3
  7x + 2 + 3x = 4x + 0, x = -1//3
  7x + 3 + 0x = 4x + 2, x = -1//3
  7x + 3 + 4x = 2x + 0, x = -1//3
  0x + 2 + 3x = 9x + 4, x = -1//3
  0x + 4 + 9x = 3x + 2, x = -1//3
  3x + 2 + 0x = 9x + 4, x = -1//3
  9x + 4 + 0x = 3x + 2, x = -1//3
  3x + 5 + 6x = 0x + 2, x = -1//3
  5x + 3 + 6x = 2x + 0, x = -1//3
  6x + 3 + 5x = 2x + 0, x = -1//3
  6x + 5 + 3x = 0x + 2, x = -1//3
  0x + 2 + 5x = 8x + 3, x = -1//3
  0x + 3 + 2x = 8x + 5, x = -1//3
  0x + 3 + 8x = 5x + 2, x = -1//3
  0x + 5 + 8x = 2x + 3, x = -1//3
  2x + 3 + 0x = 8x + 5, x = -1//3
  3x + 2 + 8x = 5x + 0, x = -1//3
  5x + 2 + 0x = 8x + 3, x = -1//3
  8x + 2 + 3x = 5x + 0, x = -1//3
  8x + 3 + 0x = 5x + 2, x = -1//3
  8x + 5 + 0x = 2x + 3, x = -1//3
  2x + 6 + 7x = 0x + 3, x = -1//3
  7x + 6 + 2x = 0x + 3, x = -1//3
  0x + 2 + 6x = 9x + 3, x = -1//3
  0x + 3 + 9x = 6x + 2, x = -1//3
  3x + 2 + 9x = 6x + 0, x = -1//3
  3x + 6 + 9x = 0x + 2, x = -1//3
  6x + 2 + 0x = 9x + 3, x = -1//3
  9x + 2 + 3x = 6x + 0, x = -1//3
  9x + 3 + 0x = 6x + 2, x = -1//3
  9x + 6 + 3x = 0x + 2, x = -1//3
  2x + 7 + 4x = 0x + 5, x = -1//3
  4x + 2 + 7x = 5x + 0, x = -1//3
  4x + 7 + 2x = 0x + 5, x = -1//3
  7x + 2 + 4x = 5x + 0, x = -1//3
  5x + 4 + 9x = 2x + 0, x = -1//3
  9x + 4 + 5x = 2x + 0, x = -1//3
  0x + 4 + 2x = 8x + 6, x = -1//3
  0x + 6 + 8x = 2x + 4, x = -1//3
  2x + 4 + 0x = 8x + 6, x = -1//3
  2x + 8 + 4x = 0x + 6, x = -1//3
  4x + 2 + 8x = 6x + 0, x = -1//3
  4x + 6 + 8x = 0x + 2, x = -1//3
  4x + 8 + 2x = 0x + 6, x = -1//3
  6x + 4 + 8x = 2x + 0, x = -1//3
  8x + 2 + 4x = 6x + 0, x = -1//3
  8x + 4 + 6x = 2x + 0, x = -1//3
  8x + 6 + 0x = 2x + 4, x = -1//3
  8x + 6 + 4x = 0x + 2, x = -1//3
  2x + 9 + 4x = 0x + 7, x = -1//3
  4x + 2 + 9x = 7x + 0, x = -1//3
  4x + 9 + 2x = 0x + 7, x = -1//3
  9x + 2 + 4x = 7x + 0, x = -1//3
  0x + 6 + 2x = 5x + 7, x = -1//3
  0x + 7 + 5x = 2x + 6, x = -1//3
  2x + 6 + 0x = 5x + 7, x = -1//3
  5x + 2 + 7x = 6x + 0, x = -1//3
  5x + 6 + 7x = 0x + 2, x = -1//3
  5x + 7 + 0x = 2x + 6, x = -1//3
  7x + 2 + 5x = 6x + 0, x = -1//3
  7x + 6 + 5x = 0x + 2, x = -1//3
  0x + 5 + 2x = 8x + 7, x = -1//3
  0x + 7 + 2x = 5x + 8, x = -1//3
  0x + 7 + 8x = 2x + 5, x = -1//3
  0x + 8 + 5x = 2x + 7, x = -1//3
  2x + 5 + 0x = 8x + 7, x = -1//3
  2x + 7 + 0x = 5x + 8, x = -1//3
  2x + 8 + 7x = 0x + 5, x = -1//3
  5x + 2 + 8x = 7x + 0, x = -1//3
  5x + 8 + 0x = 2x + 7, x = -1//3
  7x + 8 + 2x = 0x + 5, x = -1//3
  8x + 2 + 5x = 7x + 0, x = -1//3
  8x + 7 + 0x = 2x + 5, x = -1//3
  0x + 8 + 2x = 5x + 9, x = -1//3
  0x + 9 + 5x = 2x + 8, x = -1//3
  2x + 8 + 0x = 5x + 9, x = -1//3
  5x + 2 + 9x = 8x + 0, x = -1//3
  5x + 9 + 0x = 2x + 8, x = -1//3
  8x + 5 + 9x = 2x + 0, x = -1//3
  9x + 2 + 5x = 8x + 0, x = -1//3
  9x + 5 + 8x = 2x + 0, x = -1//3
  2x + 9 + 7x = 0x + 6, x = -1//3
  6x + 7 + 9x = 0x + 2, x = -1//3
  7x + 9 + 2x = 0x + 6, x = -1//3
  9x + 7 + 6x = 0x + 2, x = -1//3
  0x + 7 + 2x = 8x + 9, x = -1//3
  0x + 9 + 8x = 2x + 7, x = -1//3
  2x + 7 + 0x = 8x + 9, x = -1//3
  7x + 2 + 8x = 9x + 0, x = -1//3
  8x + 2 + 7x = 9x + 0, x = -1//3
  8x + 9 + 0x = 2x + 7, x = -1//3
  0x + 4 + 3x = 6x + 5, x = -1//3
  0x + 5 + 6x = 3x + 4, x = -1//3
  3x + 4 + 0x = 6x + 5, x = -1//3
  4x + 6 + 5x = 0x + 3, x = -1//3
  5x + 6 + 4x = 0x + 3, x = -1//3
  6x + 5 + 0x = 3x + 4, x = -1//3
  0x + 3 + 5x = 8x + 4, x = -1//3
  0x + 4 + 8x = 5x + 3, x = -1//3
  5x + 3 + 0x = 8x + 4, x = -1//3
  5x + 3 + 8x = 4x + 0, x = -1//3
  8x + 3 + 5x = 4x + 0, x = -1//3
  8x + 4 + 0x = 5x + 3, x = -1//3
  3x + 7 + 6x = 0x + 4, x = -1//3
  6x + 3 + 7x = 4x + 0, x = -1//3
  6x + 7 + 3x = 0x + 4, x = -1//3
  7x + 3 + 6x = 4x + 0, x = -1//3
  0x + 3 + 6x = 9x + 4, x = -1//3
  0x + 4 + 3x = 9x + 6, x = -1//3
  0x + 4 + 9x = 6x + 3, x = -1//3
  0x + 6 + 9x = 3x + 4, x = -1//3
  3x + 4 + 0x = 9x + 6, x = -1//3
  6x + 3 + 0x = 9x + 4, x = -1//3
  6x + 4 + 9x = 3x + 0, x = -1//3
  9x + 4 + 0x = 6x + 3, x = -1//3
  9x + 4 + 6x = 3x + 0, x = -1//3
  9x + 6 + 0x = 3x + 4, x = -1//3
  4x + 7 + 8x = 0x + 3, x = -1//3
  7x + 4 + 8x = 3x + 0, x = -1//3
  8x + 4 + 7x = 3x + 0, x = -1//3
  8x + 7 + 4x = 0x + 3, x = -1//3
  3x + 8 + 9x = 0x + 4, x = -1//3
  9x + 8 + 3x = 0x + 4, x = -1//3
  3x + 8 + 6x = 0x + 5, x = -1//3
  6x + 3 + 8x = 5x + 0, x = -1//3
  6x + 8 + 3x = 0x + 5, x = -1//3
  8x + 3 + 6x = 5x + 0, x = -1//3
  0x + 5 + 3x = 9x + 7, x = -1//3
  0x + 7 + 9x = 3x + 5, x = -1//3
  3x + 5 + 0x = 9x + 7, x = -1//3
  9x + 7 + 0x = 3x + 5, x = -1//3
  0x + 7 + 3x = 6x + 8, x = -1//3
  0x + 8 + 6x = 3x + 7, x = -1//3
  3x + 7 + 0x = 6x + 8, x = -1//3
  6x + 8 + 0x = 3x + 7, x = -1//3
  7x + 3 + 8x = 6x + 0, x = -1//3
  8x + 3 + 7x = 6x + 0, x = -1//3
  0x + 6 + 3x = 9x + 8, x = -1//3
  0x + 8 + 3x = 6x + 9, x = -1//3
  0x + 8 + 9x = 3x + 6, x = -1//3
  0x + 9 + 6x = 3x + 8, x = -1//3
  3x + 6 + 0x = 9x + 8, x = -1//3
  3x + 8 + 0x = 6x + 9, x = -1//3
  6x + 8 + 9x = 0x + 3, x = -1//3
  6x + 9 + 0x = 3x + 8, x = -1//3
  9x + 8 + 0x = 3x + 6, x = -1//3
  9x + 8 + 6x = 0x + 3, x = -1//3
  0x + 5 + 4x = 7x + 6, x = -1//3
  0x + 6 + 7x = 4x + 5, x = -1//3
  4x + 5 + 0x = 7x + 6, x = -1//3
  7x + 6 + 0x = 4x + 5, x = -1//3
  0x + 4 + 6x = 9x + 5, x = -1//3
  0x + 5 + 9x = 6x + 4, x = -1//3
  4x + 9 + 5x = 0x + 6, x = -1//3
  5x + 9 + 4x = 0x + 6, x = -1//3
  6x + 4 + 0x = 9x + 5, x = -1//3
  9x + 5 + 0x = 6x + 4, x = -1//3
  5x + 8 + 7x = 0x + 4, x = -1//3
  7x + 8 + 5x = 0x + 4, x = -1//3
  4x + 9 + 8x = 0x + 5, x = -1//3
  8x + 4 + 9x = 5x + 0, x = -1//3
  8x + 9 + 4x = 0x + 5, x = -1//3
  9x + 4 + 8x = 5x + 0, x = -1//3
  0x + 8 + 4x = 7x + 9, x = -1//3
  0x + 9 + 7x = 4x + 8, x = -1//3
  4x + 8 + 0x = 7x + 9, x = -1//3
  7x + 9 + 0x = 4x + 8, x = -1//3
  7x + 9 + 8x = 0x + 4, x = -1//3
  8x + 9 + 7x = 0x + 4, x = -1//3
  0x + 6 + 5x = 8x + 7, x = -1//3
  0x + 7 + 8x = 5x + 6, x = -1//3
  5x + 6 + 0x = 8x + 7, x = -1//3
  8x + 7 + 0x = 5x + 6, x = -1//3
  0x + 7 + 6x = 9x + 8, x = -1//3
  0x + 8 + 9x = 6x + 7, x = -1//3
  6x + 7 + 0x = 9x + 8, x = -1//3
  9x + 8 + 0x = 6x + 7, x = -1//3
  1x + 3 + 2x = 6x + 4, x = -1//3
  1x + 3 + 6x = 4x + 2, x = -1//3
  2x + 3 + 1x = 6x + 4, x = -1//3
  6x + 3 + 1x = 4x + 2, x = -1//3
  1x + 2 + 4x = 8x + 3, x = -1//3
  1x + 4 + 8x = 3x + 2, x = -1//3
  2x + 3 + 8x = 4x + 1, x = -1//3
  3x + 4 + 8x = 2x + 1, x = -1//3
  4x + 2 + 1x = 8x + 3, x = -1//3
  8x + 3 + 2x = 4x + 1, x = -1//3
  8x + 4 + 1x = 3x + 2, x = -1//3
  8x + 4 + 3x = 2x + 1, x = -1//3
  1x + 3 + 7x = 5x + 2, x = -1//3
  1x + 5 + 7x = 2x + 3, x = -1//3
  3x + 5 + 7x = 1x + 2, x = -1//3
  7x + 3 + 1x = 5x + 2, x = -1//3
  7x + 5 + 1x = 2x + 3, x = -1//3
  7x + 5 + 3x = 1x + 2, x = -1//3
  1x + 2 + 5x = 9x + 3, x = -1//3
  1x + 3 + 2x = 9x + 5, x = -1//3
  2x + 3 + 1x = 9x + 5, x = -1//3
  2x + 3 + 9x = 5x + 1, x = -1//3
  5x + 2 + 1x = 9x + 3, x = -1//3
  9x + 3 + 2x = 5x + 1, x = -1//3
  1x + 3 + 8x = 6x + 2, x = -1//3
  2x + 6 + 8x = 1x + 3, x = -1//3
  8x + 3 + 1x = 6x + 2, x = -1//3
  8x + 6 + 2x = 1x + 3, x = -1//3
  1x + 3 + 9x = 7x + 2, x = -1//3
  9x + 3 + 1x = 7x + 2, x = -1//3
  1x + 4 + 2x = 6x + 5, x = -1//3
  1x + 6 + 4x = 2x + 5, x = -1//3
  2x + 4 + 1x = 6x + 5, x = -1//3
  2x + 6 + 5x = 1x + 4, x = -1//3
  4x + 2 + 5x = 6x + 1, x = -1//3
  4x + 5 + 6x = 1x + 2, x = -1//3
  4x + 6 + 1x = 2x + 5, x = -1//3
  5x + 2 + 4x = 6x + 1, x = -1//3
  5x + 4 + 6x = 2x + 1, x = -1//3
  5x + 6 + 2x = 1x + 4, x = -1//3
  6x + 4 + 5x = 2x + 1, x = -1//3
  6x + 5 + 4x = 1x + 2, x = -1//3
  1x + 6 + 7x = 2x + 4, x = -1//3
  1x + 7 + 4x = 2x + 6, x = -1//3
  4x + 2 + 6x = 7x + 1, x = -1//3
  4x + 7 + 1x = 2x + 6, x = -1//3
  6x + 2 + 4x = 7x + 1, x = -1//3
  7x + 6 + 1x = 2x + 4, x = -1//3
  1x + 4 + 2x = 9x + 6, x = -1//3
  2x + 4 + 1x = 9x + 6, x = -1//3
  4x + 6 + 9x = 1x + 2, x = -1//3
  9x + 6 + 4x = 1x + 2, x = -1//3
  1x + 8 + 4x = 2x + 7, x = -1//3
  2x + 7 + 8x = 1x + 4, x = -1//3
  4x + 2 + 7x = 8x + 1, x = -1//3
  4x + 8 + 1x = 2x + 7, x = -1//3
  7x + 2 + 4x = 8x + 1, x = -1//3
  8x + 7 + 2x = 1x + 4, x = -1//3
  1x + 9 + 4x = 2x + 8, x = -1//3
  4x + 2 + 8x = 9x + 1, x = -1//3
  4x + 9 + 1x = 2x + 8, x = -1//3
  8x + 2 + 4x = 9x + 1, x = -1//3
  2x + 8 + 5x = 1x + 6, x = -1//3
  5x + 2 + 6x = 8x + 1, x = -1//3
  5x + 6 + 8x = 1x + 2, x = -1//3
  5x + 8 + 2x = 1x + 6, x = -1//3
  6x + 2 + 5x = 8x + 1, x = -1//3
  6x + 5 + 8x = 2x + 1, x = -1//3
  8x + 5 + 6x = 2x + 1, x = -1//3
  8x + 6 + 5x = 1x + 2, x = -1//3
  1x + 5 + 2x = 9x + 7, x = -1//3
  2x + 5 + 1x = 9x + 7, x = -1//3
  2x + 9 + 5x = 1x + 7, x = -1//3
  5x + 2 + 7x = 9x + 1, x = -1//3
  5x + 9 + 2x = 1x + 7, x = -1//3
  7x + 2 + 5x = 9x + 1, x = -1//3
  1x + 7 + 2x = 6x + 8, x = -1//3
  1x + 8 + 7x = 2x + 6, x = -1//3
  2x + 7 + 1x = 6x + 8, x = -1//3
  7x + 8 + 1x = 2x + 6, x = -1//3
  1x + 6 + 2x = 9x + 8, x = -1//3
  1x + 8 + 2x = 6x + 9, x = -1//3
  2x + 6 + 1x = 9x + 8, x = -1//3
  2x + 8 + 1x = 6x + 9, x = -1//3
  2x + 9 + 8x = 1x + 6, x = -1//3
  8x + 6 + 9x = 2x + 1, x = -1//3
  8x + 9 + 2x = 1x + 6, x = -1//3
  9x + 6 + 8x = 2x + 1, x = -1//3
  1x + 4 + 3x = 7x + 5, x = -1//3
  1x + 4 + 7x = 5x + 3, x = -1//3
  3x + 4 + 1x = 7x + 5, x = -1//3
  3x + 7 + 4x = 1x + 5, x = -1//3
  4x + 3 + 7x = 5x + 1, x = -1//3
  4x + 7 + 3x = 1x + 5, x = -1//3
  5x + 4 + 7x = 3x + 1, x = -1//3
  7x + 3 + 4x = 5x + 1, x = -1//3
  7x + 4 + 1x = 5x + 3, x = -1//3
  7x + 4 + 5x = 3x + 1, x = -1//3
  1x + 3 + 5x = 9x + 4, x = -1//3
  1x + 5 + 9x = 4x + 3, x = -1//3
  5x + 3 + 1x = 9x + 4, x = -1//3
  9x + 5 + 1x = 4x + 3, x = -1//3
  1x + 4 + 8x = 6x + 3, x = -1//3
  1x + 6 + 8x = 3x + 4, x = -1//3
  3x + 8 + 4x = 1x + 6, x = -1//3
  4x + 3 + 8x = 6x + 1, x = -1//3
  4x + 8 + 3x = 1x + 6, x = -1//3
  8x + 3 + 4x = 6x + 1, x = -1//3
  8x + 4 + 1x = 6x + 3, x = -1//3
  8x + 6 + 1x = 3x + 4, x = -1//3
